SNo,Time,Size,Iterations,Count
736,0.052592,147100,6165538,147100
737,0.055587,147300,6599402,147300
738,0.051625,147500,6182658,147500
739,0.051898,147700,6361448,147700
740,0.051922,147900,6391626,147900
741,0.050947,148100,6235296,148100
742,0.05066,148300,6610496,148300
743,0.052422,148500,6451462,148500
744,0.051849,148700,6088032,148700
745,0.051498,148900,6262026,148900
746,0.051456,149100,6197624,149100
747,0.051094,149300,6644320,149300
748,0.06158,149500,6516606,149500
749,0.052574,149700,6617368,149700
750,0.053366,149900,6510622,149900
751,0.053397,150100,6208158,150100
752,0.050206,150300,6292942,150300
753,0.054447,150500,6327782,150500
754,0.054364,150700,6836244,150700
755,0.052646,150900,6673318,150900
756,0.053768,151100,6421468,151100
757,0.053723,151300,6347596,151300
758,0.052617,151500,6512954,151500
759,0.052727,151700,6220228,151700
760,0.053326,151900,6666258,151900
761,0.053121,152100,6474832,152100
762,0.051598,152300,6634206,152300
763,0.054552,152500,6451862,152500
764,0.052067,152700,6326060,152700
765,0.055093,152900,6702046,152900
766,0.052632,153100,6381850,153100
767,0.05529,153300,6515830,153300
768,0.055677,153500,6556794,153500
769,0.054375,153700,6584688,153700
770,0.053693,153900,6542582,153900
771,0.053588,154100,6588312,154100
772,0.05229,154300,6525146,154300
773,0.057148,154500,6676998,154500
774,0.053826,154700,6846556,154700
775,0.05281,154900,6623500,154900
776,0.053563,155100,6568984,155100
777,0.054992,155300,6843742,155300
778,0.055989,155500,6814566,155500
779,0.058784,155700,7056676,155700
780,0.05472,155900,6853118,155900
781,0.053666,156100,6582982,156100
782,0.055165,156300,6768214,156300
783,0.067548,156500,6564330,156500
784,0.056856,156700,6653562,156700
785,0.053658,156900,6539280,156900
786,0.053938,157100,6649406,157100
787,0.063178,157300,6568512,157300
788,0.05344,157500,6544334,157500
789,0.054732,157700,6922442,157700
790,0.060366,157900,6653512,157900
791,0.059937,158100,6868602,158100
792,0.056986,158300,6708500,158300
793,0.05493,158500,6942476,158500
794,0.054986,158700,6892098,158700
795,0.054962,158900,6659600,158900
796,0.057744,159100,7086812,159100
797,0.054678,159300,6988010,159300
798,0.058613,159500,7168592,159500
799,0.055498,159700,6641810,159700
800,0.057012,159900,6910746,159900
801,0.054984,160100,6850618,160100
802,0.057232,160300,6929242,160300
803,0.057696,160500,7306542,160500
804,0.055985,160700,6955054,160700
805,0.055222,160900,6864220,160900
806,0.055473,161100,6709482,161100
807,0.057272,161300,6978314,161300
808,0.059994,161500,7665406,161500
809,0.057197,161700,7108866,161700
810,0.05943,161900,7548136,161900
811,0.058356,162100,7123792,162100
812,0.058791,162300,7293596,162300
813,0.057906,162500,7292292,162500
814,0.059299,162700,7620598,162700
815,0.056485,162900,7048672,162900
816,0.056843,163100,7120256,163100
817,0.056531,163300,6868328,163300
818,0.057216,163500,6871514,163500
819,0.057324,163700,6949714,163700
